"LCGRID_ID","lonDD","latDD","Abies.alba","Alnus.glutinosa","Amanranthaceae.Chenopodiaceae","Artemisia","Betula","Buxus.sempervirens","Calluna.vulgaris","Carpinus.betulus","Carpinus.orientalis","Castanea","Cerealia.t","Corylus.avellana","Cyperaceae","Ericaceae","Fagus.sylvatica","Filipendula","Fraxinus","Juniperus","Phillyrea","Picea","Pinus","Pistacia","Plantago.lanceolata.type","Poaceae","Quercus.deciduous","Quercus.evergreen","Rumex.acetosa.t","Salix","Secale","Tilia","Ulmus","TBE1","TBE2","IBE","MTBE","TSE","MTSE","IBS","ISTS","TBS","TSD","LSE","GL","AL","ET","ST","OL"
8,"-7.5","40.5",0,0.0206274903805081,0.00663176308125483,0.0125194671287582,2.6030556549117,0,2.97434436984128,0,0,0.00682657022781965,0.238758689348914,0.0359997205811884,11.7904601166628,1.88729148200303,0,0.000815942279667837,0.0343554873655412,0.0182089344977542,0.114453994470645,0,0.196134839369351,0.00647330846805865,0.0154543753952849,15.4026227336808,1.64887852459594,0.0341562668111294,0.111997285040207,0.0439572049127679,0,0,0.00817926843136174,0,0,0.196134839369351,0.119617185785664,0.0182089344977542,1.88729148200303,2.60313738322186,1.64962925176166,0.0106537548849044,0.0439572049127679,2.97434436984128,19.3976472916535,0.238758689348914,1.90130950917689,3.08214967880403,19.6258108263974
9,"-6.5","40.5",0,0.0215245195630452,0,0.0337036046159978,5.92233906895525,0,0.681651879273587,0,0,0,0.176797754785406,0.042449083737758,1.23138273455023,1.88670008279957,0,0.0646275693960157,0.207444193998506,0,0.120209948790591,0,0.291135804440232,0,0.0408900532956014,3.40005343847605,0.769820828464509,0.215837114503087,0.0962769177468941,0.475326713148109,0,0,0,0,0,0.291135804440232,0.247054835583632,0,1.88670008279957,5.92237818385623,0.798410374601713,0,0.475326713148109,0.681651879273587,3.61841411677557,0.176797754785406,1.9249502203559,5.99482760078386,3.68630268034179
10,"-5.5","40.5",0,0.0501763105950008,0.00514326068579879,0.0102820238230739,0.0680107058868684,0,0.0267275657611158,0,0,0.0858002060024235,1.82736979400888,0.537981267701484,0.813459366422956,0.481381510885095,0.0147045870110329,0,0.0904406928301381,0.00783833895942809,0,0,0.211149720101567,0,0.166598942815453,1.86170579407259,0.410512716758811,0.0655027866313441,0.0961981542494949,0.122252911826247,0.0888572160315498,0,0.0452003726538717,0,0,0.211149720101567,0.0655027866313441,0.00783833895942809,0.481381510885095,0.0845169702495073,0.682732783699443,0.0980865633880208,0.122252911826247,0.0267275657611158,2.04078565025269,1.82952889261059,0.529777706151459,0.705573469289638,2.74092984258002
11,"-4.5","40.5",0,0.110374187726849,0,0.249469232664419,0.354405699335511,0,0.169865414126556,0,0,0,0,0,7.34479207465388,2.52773199217348,0,0.0593222023259318,0.327520017108295,0.157680527116285,0,0,5.47943940173046,0,0,10.5065334171829,0.549446404271373,0.0242402637077296,0.258750435601356,0.404994295266899,0.208616175085216,0,0.0673740712037735,0,0,5.47943940173046,0.0242402637077296,0.157680527116285,2.52773199217348,0.371195179168392,0.639656714787986,0.0673740712037735,0.404994295266899,0.169865414126556,12.8244267269901,0.208616175085216,6.03648373811359,0.845876006563915,12.8272481789105
31,"15.5","40.5",2.88697702688716,0.587234614251371,0.0808401814165183,0.0456037502709689,0.114326083389777,0.203621796549014,0,1.9920761474032,0,0.166854475260036,1.49453413172781,0.577633822311171,0.454593625715941,0.168551627314827,3.84146921034003,0.0778128645438387,0.514512475397187,0.0857889487670771,0.718916281706295,0,0.0763876083286023,0.924392729649769,0.249640570084968,2.49551867434992,4.99381022012341,0.264140663649061,0.177296463097693,0.474075997769666,0,0,0.536477410252303,0,2.88697702688716,0.0763876083286023,1.20046358917075,0.0857889487670771,0.264332152982425,0.598259931399557,5.05336763303702,4.36358814494088,0.474075997769666,0,2.55786882921873,1.49453413172781,3.13987507398559,6.72012566329486,2.96248632374703
36,"20.5","40.5",51.9857697963113,0.04741358127957,0.0668206337449643,0.0866127693996704,0.0627784415097148,0.0639625396881804,0.0866521738023098,0.331651834636023,13.5400781190085,0.0349436804417695,0.27659236502741,0.498875325951985,9.82621719430674,0.0742380370591807,3.06126819712427,0.0338678822529572,0.452169230863606,0.0916129815492986,0,0,1.32741857067149,0.20100408227846,0,1.06015351265266,3.09373942548323,0.0732435454971764,0.0339831488699417,0.751815362347922,0,0.0833198330807624,0.117669177675728,0,51.9857697963113,1.32741857067149,0.213932835370363,0.0916129815492986,0.0979923090337315,0.0786713442629721,3.16615811938898,13.8865791566446,0.751815362347922,0.0866521738023098,9.88396370272836,0.27659236502741,52.0033274326355,14.2629959486147,9.88821270060813
37,"21.5","40.5",23.1610633880082,0.00928581471358095,0.0539431131566433,0.085553084505238,0.00761032571760582,0.102119265049412,0,0.0913569350564951,10.7250436132713,0.0234446931620921,1.18515289534764,0.0723144100084657,11.6874834699392,0.0285507171763088,1.02076479724979,0.00646601243619317,0.300155178373634,0.249273070726201,0.0864508369290633,0,0.46442805808726,0.431351005654087,0.0714745500894237,8.47214694709082,2.52925003993273,0.246401102378417,0.051787599459353,0.0755882101484683,0,0.0138948165370572,0.0784277761804995,0,23.1610633880082,0.46442805808726,0.504233022062049,0.249273070726201,0.106035313671973,0.012005974030582,2.54802438557779,10.7742174195205,0.0755882101484683,0,14.435809825535,1.18515289534764,23.1727896934431,11.0716776955222,14.4843775394169
38,"22.5","40.5",29.1491559582439,2.55483754695987,0.139883658777495,0.188989037410979,0,0.017646867646242,0,0.0485658941111674,14.0387916631146,0,0.144772688864741,1.09003736760414,3.17875875328286,0.0250306940333106,0.0440224338481768,0,0.915337389366643,0.0834529770106788,0.19729543081213,0,1.20939513989346,0.244576243732665,0.254097189939672,1.46310885900135,0.905232341218768,0.342681379438772,0.114701448719261,1.55271060329513,0,0.0275641155796675,0.367666234582338,0,29.1491559582439,1.20939513989346,0.464944678248696,0.0834529770106788,0.0306259298881388,2.55483754695987,1.6868519765333,14.0437853238224,1.55271060329513,0,3.51826673852178,0.144772688864741,29.1780740554137,14.4572293653135,3.52124409475256
40,"24.5","40.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"27.5","40.5",0,0.133236711454552,0.340479676008337,0.213330872616707,0.157688053733643,0,0,0.323886432799887,5.17235967958433,0.129102023016853,2.36519881973121,0.229989614014269,3.03708304213511,0.484426798607902,1.03866159546079,0,0.49255131884465,0,0,0,1.47283139836582,0,0.5142923418078,6.61487021409149,3.37390192516939,0.301951392731574,0.198515614726092,1.47838366440624,0,0,0.772505883838967,0,0,1.47283139836582,0.301951392731574,0,0.484426798607902,0.206440169466913,3.41741367482951,5.34326282894072,1.47838366440624,0,7.31065817059024,2.36519881973121,1.57958105040364,6.51593505851647,7.68374181919693
45,"29.5","40.5",0,0.0397264432543209,0.0454020256189622,0.118365053569838,0.00196156215760127,0,0,0,13.0509229504265,0,4.90421884538889,0.19817720592752,0.285017775588834,0.302430748619602,0.846153951511144,0.0381757073478379,0.0344767960285166,0.199132952163783,0.700078303929738,0,0.319542729589733,0.169883843000041,0.115042022259904,1.9986871513154,2.45332901373658,0.0372629189084804,0.0270897672649798,0.0380644829249117,0,0.013350213876778,0.165353436442119,0,0,0.319542729589733,0.721358909885489,0.199132952163783,0.302430748619602,0.0397748415425745,2.46156172054558,13.0793763748422,0.0380644829249117,0,2.02669262545641,4.90421884538889,0.868092462386879,13.3091097899791,5.30649088207517
46,"30.5","40.5",7.41404201845611,0.193369151244112,0.0263178181400613,0.0861747185103882,0.0439349539160095,0.00709250047978562,0,0.921477111505304,0.279528653743164,0.0346096149024525,0.869479732825189,0.120123110142588,6.91414102992224,0.00577376872742244,2.29686042108254,0,0.508106359965647,0.539197260334457,0,0.0178915896659191,5.67020565166551,0.161543501618462,0.568210667259475,8.66904671164602,5.99600548224915,3.75613394283282,0.0868347704353677,0.359027438107727,0.0153155615520518,0.221567370360246,0.474165017747214,0.0178915896659191,7.41404201845611,5.67020565166551,3.75960616280695,0.539197260334457,0.00914548896306373,0.198297526027104,6.0186944911492,2.54518103842032,0.359027438107727,0,11.1038839790301,0.869614611318955,10.0769552503487,6.54758371510184,11.1378844037807
47,"31.5","40.5",6.86356898174618,0.425616725251163,0.0157522583275866,0.040332136244503,0.00196061206167813,0.00696180280924677,0.00819016040709877,2.06100973239326,0.731673640324925,0.0355380091656016,0.226962693249075,0.611467442100535,10.1765879560923,0.0491354506561093,6.64581989106336,0.00792996558730318,0.620407239981327,0.0898250527347012,0.0831772252074171,0,0.717450615826634,0.0284041070318686,0.023300898930347,0.811765867171112,0,0.857373362454192,0.0039658322326821,0.689503592086025,0.00751666635357703,1.27772095773842,1.15690503709531,0,6.86356898174618,0.717450615826634,0.86186676855271,0.0898250527347012,0.0496261947920026,0.425621241026785,0.871089878353674,7.20571249205902,0.689503592086025,0.00819016040709877,10.2090353417996,0.227087129533897,6.95533321842901,7.30326356765921,10.2115639474686
48,"32.5","40.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"-3.5","41.5",0,0.0103381096043043,0.039692454816831,0.245129636053158,0.0382253264842495,0,0.278368036509143,0,0,0,0.546899264384612,0.0851738909915295,3.74250912796771,0.215912837163724,0.146874358221005,0.0492288903475458,0.17432364546934,0.319426315522126,0,0,7.50889170864375,0,0,3.0245880931288,0.653755364618297,0.355754173970896,0.182754282749062,0,0,0,0.175241587417708,0,0,7.50889170864375,0.355754173970896,0.319426315522126,0.215912837163724,0.0395986375399214,0.681937975070724,0.228651899321896,0,0.278368036509143,4.82203218020857,0.546899264384612,7.52719517806843,0.72033960393837,4.86092397760975
63,"-2.5","41.5",0,0.0174230873127847,0.0532032314695231,0.289837415188061,5.47107981305486,0,0.349302860553071,0,0,0,0.728493527803609,0.969305661331827,4.28650403923903,0.462208550445608,1.59766314334099,0.194958807837875,0.261732571025085,0,0,0,5.60983296464095,0.435651167612027,0,3.15914936379246,0.386040288191863,0,0.33188841477631,0.453158507423946,0,0,0.301704952026377,0,0,5.60983296464095,0.435651167612027,0,0.462208550445608,5.47110755558579,1.07567862669693,1.62590079576444,0.453158507423946,0.349302860553071,5.34689973244878,0.728493527803609,5.64567574123054,5.82571956270113,5.40759207571199
65,"-0.5","41.5",0,0.022503234348778,2.73877580374574,1.79273475308914,0,0,0,0,0,0,0,0,0,0.136935782906459,0.217281285307768,0,0,0.755804641658865,0,0,11.0711216616126,0,0,5.94891705916271,0,0.63576098340253,0,0,0,0,0,0,0,11.0711216616126,0.63576098340253,0.755804641658865,0.136935782906459,0.022503234348778,0,0.217281285307768,0,0,6.79002245761484,0,11.1159308624711,0.218443476673376,6.79002245761484
67,"1.5","41.5",9.16407823397325,0.0675604754107433,8.11194827558483,1.02852151761253,0.172530837019071,0,0,0,0,0.152084909656251,3.05571716961965,0.764747916340515,1.85901850217564,1.04542869181986,0,0,0,0.522198086807104,1.57320016015522,0,4.25098963616004,1.09179819523396,0,5.62166371975963,0.67814631346627,1.28020120180124,0,0.443160931535884,0,0,0.53028067403267,0,9.16407823397325,4.25098963616004,2.30345331190408,0.522198086807104,1.04542869181986,0.185287094964077,1.02211633291669,0.551658783123855,0.443160931535884,0,10.0955739860321,3.05571716961965,10.4270202798685,1.25688986383562,10.5478918049133
78,"12.5","41.5",1.68111043983301,0.451087771895036,1.74699957153126,0.101549449231822,0.0210864981838506,0.0265497039011014,0.0315494844291562,0.283885515409184,13.873844300135,0.540341344687228,0.545199769843188,1.06339777864391,3.1896437322303,0.603528511323815,0.378127793445074,0,0.332054109381583,0.519244547468703,0.38303957464052,0.00790291676405041,0.769080584239648,0.0327620490835968,0,2.17693184724719,2.11190450156155,1.94552386915844,0,0.268576846923151,0,0,1.02234353169984,0.00790291676405041,1.68111043983301,0.769080584239648,1.98314290787784,0.519244547468703,0.604112200471052,0.451580356480312,2.38772179930953,13.9299778299899,0.268576846923151,0.0315494844291562,4.23971451865391,0.545199769843188,2.82579227049043,14.1428977255713,4.27474178853994
87,"21.5","41.5",112.264187880555,0,0.0313981516886549,0.0521314940569864,0.0146958032468293,0,0,0,3.63247315694459,0,0.453371481470235,0.0759176675688663,16.9310942906951,0,5.64381654215264,0,0,0.0599942155332904,0,0,0.480376336042619,0,0.122437915869028,5.80338271839925,0.703636087530248,0,0.199866698598637,0.0890604413327788,0,0.0993892842987264,0.0632337761359742,0,112.264187880555,0.480376336042619,0,0.0599942155332904,0,0.0146958032468293,0.707719743912781,6.71277909197648,0.0890604413327788,0,17.899716370202,0.453371481470235,112.265231666846,6.75058650062674,17.9054570406311
88,"22.5","41.5",14.4011330308248,0.214001602407981,0.0643743754599826,0.058966799359041,0.0598926017965478,0,0,0.0629009732283527,2.61160157345363,0.0443666196683468,1.47436511784149,0,8.32132322968103,0.042715997454747,0.808690962793666,0,0.1318714233867,0,0,0,0.952627027106124,0,0,2.09361326303983,1.06483046590998,0,0.0642997834084265,0,0,0,0.130721127691784,0,14.4011330308248,0.952627027106124,0,0,0.042715997454747,0.222224682659563,1.07296504763021,2.73814842445922,0,0,8.58133977848414,1.47436511784149,14.4326697281108,2.94925322707084,8.70707441650191
89,"23.5","41.5",11.20584146684,0.246347051400242,0.179165070986549,0.649758559464382,0.0526289912730519,0,0,0.209677296591681,1.77236505302468,4.74367220611067,2.50582588603545,0.274041336842527,2.017057301709,0.00190151180051383,0.958596795193109,0.0351757587689874,0.0664191435704895,0.123581779340085,0,0.127366199748395,4.60657584252496,0,0.0518425823405845,3.71523103149352,0.615301739900929,0.0267666162891803,0.598949270425419,0.118519465564433,0,0.228022864423391,0.0147981118133412,0.127366199748395,11.20584146684,4.60657584252496,0.0267666162891803,0.123581779340085,0.00190151180051383,0.251906094519391,0.676835569437797,5.16321505222121,0.118519465564433,0,4.32300975015101,2.50582588603545,12.1170804505625,5.21482498342116,4.99675661514808
90,"24.5","41.5",7.23758523453274,0.019023098557141,0.0172506367766623,0.0201028531734186,0.319639694466435,0,0,0.189718376707892,0.507536248425986,0.00184573381820537,1.3645345972706,0.0920661663453053,2.81959756807992,0.0169788533235513,0.963270707774901,0.00766569532489242,0.0482864507231178,0.00966101697667637,0,0.905642639148161,0.102754528726376,0,0.153355269631632,9.57149052414784,0.185237114633542,0.13910910720329,0.225502825162036,0.160013887369926,0.191713562019596,0.0525111710253907,0.0588472268879353,0.905642639148161,7.23758523453274,0.102754528726376,0.13910910720329,0.00966101697667637,0.0169788533235513,0.320205266286035,0.212415980911789,1.10801642059689,0.160013887369926,0,9.98191820917772,1.37793641254257,7.29610307428284,1.18362020680944,10.0765767943148
96,"30.5","41.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"-6.5","42.5",6.25183328185467,0.0641814455379475,0.0101761420843313,0.0516026429963681,3.47918235164188,0,5.29052883121331,0.00229970981048868,0,0.0338975424525719,0.92761638180242,0.537813053717311,3.3123131249826,1.075745725135,0.0615416515150759,0.146859856103947,0.19854182081919,0.0183893462245462,0,0.0993280698198974,0.707970127184468,0,0.0859596222866288,7.89816681091933,4.38718240843972,0.0404406017698098,0.18661493155364,0.205066059220209,0,0,0.0728823989367485,0.0993280698198974,6.25183328185467,0.707970127184468,0.0404406017698098,0.0183893462245462,1.075745725135,3.47977428778472,4.42448089839767,0.1012598192548,0.205066059220209,5.29052883121331,8.56848910860887,0.92761638180242,6.38401986416222,5.63357488224424,10.1128222109378
112,"-3.5","42.5",4.34092493696232,0.06927434797174,0.124233219269473,0.157242118223159,0.16224196585701,0.235532743343769,3.15722666801497,0,0,0,4.25782274034823,1.70106942334512,18.2459210797059,3.25381586867957,0.694846853507749,0.0390093686493024,0.0893340747915007,0.03920139616688,0.310584238534571,0,20.7182417427605,0.0512380419701694,0.373102488462203,5.14017180044704,2.15930750117777,0.856546368528048,0.349474536844148,0.269291916693715,0,0.033445295636343,0.231532415159516,0,4.34092493696232,20.7182417427605,0.912556621591024,0.03920139616688,3.26232944082262,0.176412558430677,2.7503139174649,0.733169828143125,0.269291916693715,3.15722666801497,18.964124572759,4.25782274034823,21.4374965874594,2.86450766601683,19.6909917356281
113,"-2.5","42.5",0,0.0309033117107509,0.061623182592074,0.372519891078099,2.0679275939602,0,1.04607208611023,0,0,0.126666364328226,1.29825792769584,0.978692407067268,1.42599531929765,0.835232320535846,1.60561711433513,0.099983131035652,0.653433928475798,0.106818342998286,0,0,3.93167163818747,0.346176109454463,0.33894945486408,3.6577018549281,1.71622196836067,0.349715843858918,1.17457796929447,0.303592419643855,0,0,0.809886991375512,0,0,3.93167163818747,0.492076284942674,0.106818342998286,0.835232320535846,2.06815849212209,2.08092108721552,1.80276665836078,0.303592419643855,1.04607208611023,4.13029427056731,1.29825792769584,4.05082758561745,3.45682630479424,4.45410723014672
115,"-0.5","42.5",22.1516766849299,0.0574054298779765,0.0123413060637783,0.0201083845754473,0.925523967762746,0.0336358814490383,0.180552826561226,0,0,0,0,0.544880657621776,5.33182116178284,0.147183997199503,0.970336284994821,0.397307798978551,0.2793845304994,0.0603910402096976,0,0,0.0433068264704505,0,0.0557143323084618,20.6219899115485,0.294679933053832,0.0126933017403929,0.0949511488175017,0.123383016007349,0,0,0.0817630319514391,0,22.1516766849299,0.0433068264704505,0.0126933017403929,0.0603910402096976,0.150978480428428,0.927302538701783,0.679549048912086,0.973774973683059,0.123383016007349,0.180552826561226,21.3041149725311,0,22.1523194752623,1.51166728355502,21.3048800533118
116,"0.5","42.5",4.20905930617211,0.617479832401747,0.00863416461547363,0.148950852784833,0.160846496555802,0.020699948523847,0.114139475891604,0,0,0.00667488810950652,0.159903706401434,1.00886169832822,11.9794820538732,0.168369919434861,0.712179018621822,0.00818433428230479,0.0536610313084858,0.0325416715533812,0,0,7.1937390893121,0,0.0748983200545081,3.22717536734669,0.367498181040304,0.00652717583780261,0.0160591817511593,0.482672692811648,0.0563878378436471,0.0402599005985662,0.0848321374854387,0,4.20905930617211,7.1937390893121,0.00652717583780261,0.0325416715533812,0.169637606795756,0.638085369584012,1.07505178745153,0.71837376054737,0.482672692811648,0.114139475891604,12.4076930440359,0.169554662506218,8.33642254267514,1.52050092824993,12.4093764258544
117,"1.5","42.5",11.5237285235054,0.169849232679022,0.0127427936811519,0.0746925858467502,0.299986620598456,0.0535345994840899,0.498252287222754,0.0116897037730903,0,0.00420754409687361,0.299362165483296,1.33266634760732,4.23852284744857,0.441283923222134,1.23426308117804,0.0145378709274183,0.0410906529667326,0.034424219953783,0.0338936037916084,0,1.79139709916842,0,0.0420764310291636,8.11865148793828,0.269635345027839,0.00808861666516405,0.0978061423900119,0.0442855412396173,0.0425359076900499,0.0630430338821118,0.186436400271033,0,11.5237285235054,1.79139709916842,0.0348454028178539,0.034424219953783,0.44451935192547,0.344732844938997,1.36029087150306,1.24991706189964,0.0442855412396173,0.498252287222754,9.15941412369513,0.302368995708662,11.6707077477595,1.87975686200769,9.17793819115352
